NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_417596.1 galactarate/glucarate/glycerate transporter GarP	95%	10:Yes	No	PS50850:38.835:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	2A0114:4.89611e-134:['transport']:[]
NP_417996.1 putative transporter YhjV	95%	9:Yes	No		SdaC:5.32461e-72:['transport', 'permease']:[]
NP_418146.4 putative D-galactonate transporter	95%	10:Yes	No	PS50850:42.557:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	2A0114:2.48267e-149:['transport']:[]
NP_418165.1 tryptophan:H(+) symporter TnaB	95%	10:Yes	No		PRK09664:0.0:['permease']:[]
NP_418629.1 serine/alanine/glycine/cycloserine:H(+)symporter	95%	9:Yes	No		PRK11049:0.0:['permease']:[]
YP_026275.1 putative sulfoquinovose transporter	95%	10:Yes	No		gph:0.0:['transport', 'permease', 'symporter']:[]
YP_025293.1 sugar exporter SetA	94%	11:Yes	Yes	PS50850:17.928:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	2A0120:8.39685e-179:['transport']:[]
NP_416224.1 vitamin B12 ABC transporter ATP binding subunit	86%	0:No	Yes	PS50893:13.599:['transport', 'channel', 'import', 'export']:[]	BtuD:3.55807e-155:['transport']:[]
NP_416305.1 2-nitroimidazole exporter	86%	10:Yes	Yes	PS50850:10.633:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	MFS_NIMT_like:0.0:['facilitator']:[]
NP_417930.2 putative transporter YhhS	86%	12:Yes	Yes	PS50850:10.484:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK05122:0.0:['facilitator']:[]
NP_414935.1 branched chain amino acid transporter BrnQ	85%	11:Yes	Yes		PRK15433:0.0:['carrier']:[]
NP_414942.1 Sec translocon accessory complex subunit SecD	85%	6:Yes	Yes		secD:0.0:[]:[]; SecD-TM1:1.40377e-47:['export']:[]
NP_415019.1 putative transporter YbaT	85%	11:Yes	Yes		PotE:6.56155e-28:['transport']:[]
NP_415107.1 copper/silver export system RND permease	85%	9:Yes	Yes		2A0601:0.0:['transport', 'pump']:[]
NP_415329.4 moderate conductance mechanosensitive channel	85%	11:Yes	Yes		PRK11465:0.0:['channel']:[]
NP_415926.4 putative inner membrane protein	85%	5:Yes	Yes		PgsA:4.74899e-24:['transport']:[]
NP_415986.1 nitrate/nitrite transporter NarU	85%	11:Yes	Yes		PRK15034:0.0:['transport']:[]
NP_416009.1 L-glutamate:4-aminobutyrate antiporter	85%	11:Yes	Yes		2A0307_GadC:0.0:['transport']:[]
NP_416109.2 putative chloride:H(+) antiporter ClcB	85%	9:Yes	Yes		PRK01610:0.0:['channel']:[]
NP_416144.1 SoxR [2Fe-2S] reducing system protein RsxA	85%	6:Yes	Yes		PRK05151:2.1984e-114:['transport']:[]
NP_416147.1 SoxR [2Fe-2S] reducing system protein RsxD	85%	9:Yes	Yes		rnfD:0.0:['transport']:[]
NP_416149.1 SoxR [2Fe-2S] reducing system protein RsxE	85%	4:Yes	Yes		PRK12405:7.5487e-114:['transport']:[]
NP_416312.1 leucine exporter	85%	6:Yes	Yes		PRK10958:1.03606e-118:['export']:[]
NP_416330.1 putative inner membrane protein	85%	6:Yes	Yes	PS51371:10.102:['transport', 'channel']:['enzyme']; PS51371:8.485:['transport', 'channel']:['enzyme']	TerC:1.29979e-98:['transport']:[]; TlyC:1.8254e-81:[]:[]
NP_416335.4 Mn(2(+)) exporter	85%	5:Yes	Yes		PRK11469:4.29501e-103:['pump']:[]
NP_416394.1 flagellar biosynthesis protein FlhB	85%	4:Yes	Yes		Bac_export_2 superfamily:0.0:['export']:[]
NP_416517.1 inner membrane protein YeeE	85%	6:Yes	Yes		Sulf_transp:8.87565e-122:['transport']:[]
NP_416567.4 inner membrane protein YegH	85%	7:Yes	Yes	PS51371:10.572:['transport', 'channel']:['enzyme']; PS51371:11.138:['transport', 'channel']:['enzyme']	TlyC:2.59154e-91:[]:[]; TerC:3.42334e-91:['transport']:[]
NP_416700.1 holocytochrome c synthetase membrane subunit CcmF	85%	14:Yes	Yes		nrfE:0.0:['transport']:[]
NP_416887.1 putative PTS enzyme IIC component FryC	85%	8:Yes	Yes	PS51104:19.456:['transport', 'channel', 'permease', 'carrier']:['enzyme']	FrwC:1.5082e-88:['transport']:[]
NP_416890.1 putative transport protein YfeO	85%	10:Yes	Yes		PRK03655:0.0:['channel']:[]
NP_416947.1 putative inner membrane protein	85%	10:Yes	Yes		EutH:0.0:['transport']:[]
NP_416988.1 putative transporter YfgO	85%	7:Yes	Yes		AI-2E_transport:2.52318e-67:['transport']:[]
NP_417309.1 UPF0053 inner membrane protein YgdQ	85%	6:Yes	Yes		TerC:5.07761e-74:['transport']:[]
NP_417358.2 xanthine:H(+) symporter XanQ	85%	10:Yes	Yes		ncs2:6.30463e-137:['transport']:[]
NP_417364.2 urate:H(+) symporter	85%	10:Yes	Yes		pbuX:1.10684e-175:['transport']:[]
NP_417399.1 small conductance mechanosensitive channel MscS	85%	3:Yes	Yes		PRK10334:0.0:['channel']:[]
NP_417408.1 mannitol-specific PTS enzyme IICB component CmtA	85%	7:Yes	Yes	PS51104:17.804:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51099:13.817:['transport', 'channel', 'permease', 'carrier']:['enzyme']	MtlA:0.0:['transport']:[]
NP_417732.1 multidrug efflux pump RND permease AcrF	85%	12:Yes	Yes		2A0602:0.0:['transport']:[]
NP_417786.1 Type II secretion system protein GspF	85%	3:Yes	Yes		GspF:0.0:['transport']:[]
NP_417931.4 putative transporter YhhT	85%	7:Yes	Yes		AI-2E_transport superfamily:5.45557e-104:['transport']:[]
NP_417959.4 arsenite/antimonite:H(+) antiporter	85%	8:Yes	Yes		PRK15445:0.0:['pump']:[]
NP_418034.1 2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit	85%	4:Yes	No	PS51257:6.0:['transport']:[]	PRK09877:1.70165e-101:['permease']:[]
NP_418110.1 glutamate:sodium symporter	85%	7:Yes	Yes		gltS:0.0:['transport', 'carrier']:[]
NP_418111.1 xanthine:H(+) symporter XanP	85%	11:Yes	Yes		ncs2:1.15215e-145:['transport']:[]
NP_418116.1 putative inner membrane protein	85%	8:Yes	Yes		2A78:8.01887e-61:['transport']:[]
NP_418583.1 miniconductance mechanosensitive channel MscM	85%	11:Yes	Yes		PRK10929:0.0:['channel']:[]
NP_418686.1 L-idonate/5-ketogluconate/gluconate transporter	85%	11:Yes	Yes		gntP:0.0:['transport']:[]
NP_418716.1 KpLE2 phage-like element; putative transporter YjhF	85%	11:Yes	Yes		gntP:0.0:['transport']:[]
NP_418724.1 putative PTS enzyme IIC component SgcC	85%	11:Yes	Yes	PS51104:14.014:['transport', 'channel', 'permease', 'carrier']:['enzyme']	EIIC-GAT:0.0:['transport']:[]
NP_418752.1 putative transporter YjiJ	85%	12:Yes	Yes		MFS_4:1.14872e-125:['facilitator']:[]
YP_026181.1 sorbitol-specific PTS enzyme IIBC1 component	85%	3:Yes	Yes	PS51102:58.206:['transport', 'channel', 'permease', 'carrier']:['enzyme']	EIIBC-GUT:0.0:['transport']:[]
YP_026192.1 putative transport protein YghQ	85%	6:Yes	Yes		RfbX:9.94427e-20:['export']:[]
YP_026258.1 putative transporter YifK	85%	11:Yes	Yes		PRK10746:0.0:['transport']:[]
NP_414572.1 4-hydroxy-tetrahydrodipicolinate reductase	80%	0:No	Yes		DapB:1.07779e-140:['transport']:[]
NP_414848.1 choline:H(+) symporter	80%	12:Yes	No		PRK09928:0.0:['transport']:[]
NP_414873.1 carbonic anhydrase 1	80%	0:No	Yes		beta_CA_cladeB:5.2101e-96:['transport']:[]
NP_414874.1 cyanase	80%	0:No	Yes		CynS:1.33905e-84:['transport']:[]
NP_414998.1 potassium dependent, small conductance mechanosensitive channel	80%	11:Yes	No		PRK11281:0.0:['channel']:[]
NP_415056.1 N(5)-carboxyaminoimidazole ribonucleotide mutase	80%	0:No	Yes		PurE:6.18249e-79:['transport']:[]
NP_415109.1 miniconductance mechanosensitive channel YbdG	80%	5:Yes	No		MS_channel:8.87113e-43:['channel']:[]
NP_415207.1 chitobiose outer membrane channel	80%	0:No	Yes		OprD superfamily:8.25809e-18:['porin']:[]
NP_415283.1 multidrug efflux pump accessory protein AcrZ	80%	1:Yes	Yes		AcrZ:3.10264e-16:['pump', 'export']:[]
NP_415299.1 dethiobiotin synthetase	80%	0:No	Yes		BioD:2.01937e-112:['transport']:[]
NP_415316.1 HlyD_D23 family protein YbhG	80%	1:Yes	Yes		PRK03598:0.0:['pump']:[]
NP_415449.1 outer membrane porin F	80%	0:No	Yes		PRK10002:0.0:['porin']:[]
NP_415529.1 putative aminoacrylate hydrolase	80%	0:No	Yes		RutD:6.5735e-145:['import']:[]
NP_415555.1 curli secretion channel	80%	0:No	Yes	PS51257:5.0:['transport']:[]	PRK15184:0.0:['transport']:[]
NP_415567.1 osmoregulated periplasmic glucans (OPGs) biosynthesis protein H	80%	5:Yes	No		MdoH:0.0:['transport']:[]
NP_415737.1 DsrE/F sulfur relay family protein YchN	80%	0:No	Yes		DsrE:4.82994e-52:['transport']:[]
NP_415812.4 putrescine:H(+) symporter PuuP	80%	11:Yes	No		PotE:4.2174e-50:['transport']:[]
NP_415826.1 putative ABC transporter periplasmic binding protein YcjN	80%	0:No	Yes	PS51257:6.0:['transport']:[]	UgpB:3.64306e-56:['transport']:[]
NP_415835.1 outer membrane porin G	80%	0:No	Yes	PS51257:6.0:['transport']:[]	Porin_OmpG superfamily:3.73093e-139:['transport', 'channel']:[]
NP_415881.1 Rac prophage; K(+) transporter TrkG	80%	11:Yes	No		TrkH:4.34366e-146:['transport']:[]
NP_415895.1 outer membrane porin N	80%	0:No	Yes		OM_channels superfamily:7.98272e-180:['transport', 'channel', 'porin']:[]
NP_415927.1 putative CDP-diglyceride synthase	80%	8:Yes	No		YnbB:5.11611e-129:['transport']:[]
NP_415968.1 putative TonB-dependent outer membrane receptor	80%	0:No	Yes		CirA:1.49666e-75:['transport']:[]
NP_416012.1 putative TonB-dependent receptor	80%	0:No	Yes		OM_channels superfamily:2.10545e-19:['transport', 'channel', 'porin']:[]
NP_416111.1 DNA-binding transcriptional repressor Mlc	80%	0:No	Yes		NagC:9.99604e-69:['transport']:[]; HTH superfamily:0.00252523:[]:[]
NP_416132.2 outer membrane porin family protein	80%	1:Yes	Yes		PRK11379:0.0:['porin']:[]
NP_416146.1 SoxR [2Fe-2S] reducing system protein RsxC	80%	0:No	Yes	PS51379:7.945:[]:['transfer', 'enzyme']; PS51379:8.651:[]:['transfer', 'enzyme']	PRK05035:0.0:['transport']:[]
NP_416148.1 SoxR [2Fe-2S] reducing system protein RsxG	80%	0:No	Yes		PRK01908:5.09126e-147:['transport']:[]
NP_416272.2 putative phosphatidyl transferase, inner membrane protein	80%	5:Yes	No		PgsA:2.66846e-16:['transport']:[]
NP_416518.2 putrescine:H(+) symporter PlaP	80%	9:Yes	No		PotE:2.18976e-43:['transport']:[]
NP_416616.4 P-loop NTPase family protein	80%	0:No	Yes		PRK11670:0.0:['carrier']:[]
NP_416670.1 pseudouridine-5'-phosphate glycosidase	80%	0:No	Yes		PsuG:0.0:['transport']:[]
NP_416719.1 outer membrane porin C	80%	0:No	Yes		PRK10554:0.0:['porin']:[]
NP_416764.1 o-succinylbenzoate synthase	80%	0:No	Yes		MenC:0.0:['transport']:[]
NP_416849.1 inner membrane protein YfdC	80%	6:Yes	No		FocA:1.20102e-84:['transport']:[]
NP_416869.1 tripartite efflux pump membrane fusion protein EmrK	80%	1:Yes	Yes		8a0101:0.0:['transport', 'pump']:[]
NP_416935.1 ethanolamine ammonia-lyase subunit beta	80%	0:No	Yes		EutC:0.0:['transport']:[]
NP_416946.1 reactivating factor for ethanolamine ammonia-lyase EutBC	80%	0:No	Yes		EutA:0.0:['transport']:[]
NP_417043.1 putative ABC transporter periplasmic binding protein YphF	80%	0:No	Yes		Periplasmic_Binding_Protein_type1 superfamily:2.06137e-114:['transport']:[]
NP_417215.2 putative DeoR-type DNA-binding transcriptional regulator YgbI	80%	0:No	Yes	PS51000:18.26:['transport']:['transfer']	GlpR:7.30276e-98:['transport']:[]
NP_417216.1 putative L-threonate dehydrogenase	80%	1:Yes	Yes		MmsB:3.39304e-90:['transport']:[]
NP_417446.4 prepilin peptidase	80%	5:Yes	No		PulO:1.22353e-47:['transport']:[]
NP_417507.2 outer membrane channel TolC	80%	0:No	Yes		tolC:0.0:['channel']:[]
NP_417642.1 Sec translocon subunit SecG	80%	1:Yes	Yes		SecG:1.09258e-24:['transport']:[]
NP_417660.1 intermembrane phospholipid transport system, substrate binding protein MlaD	80%	1:Yes	Yes		OM_asym_MlaD:3.29475e-70:['transport']:[]
NP_417690.1 putative N-acetylmannosamine-6-phosphate epimerase	80%	0:No	Yes		NanE:5.11651e-128:['transport']:[]
NP_417721.1 biotin carboxyl carrier protein	80%	0:No	Yes	PS50968:26.829:[]:['enzyme']	PRK06302:2.65193e-88:['carrier']:[]
NP_417783.1 Type II secretion system protein GspC	80%	1:Yes	Yes		PulC:2.58589e-121:['transport']:[]
NP_417784.4 Type II secretion system protein GspD	80%	0:No	Yes		type_II_gspD:0.0:['transport']:[]
NP_417785.1 Type II secretion system protein GspE	80%	0:No	Yes		PulE:0.0:['transport']:[]
NP_417794.1 Type II secretion system prepilin peptidase	80%	6:Yes	No		PulO:1.73967e-24:['transport']:[]
NP_417850.1 DNA utilization protein HofQ	80%	0:No	Yes		hofQ:0.0:['porin']:[]
NP_417944.1 putative membrane fusion protein YhiI	80%	1:Yes	Yes		PRK03598 superfamily:1.29277e-36:['pump']:[]
NP_418043.1 putative membrane fusion protein	80%	1:Yes	Yes		EmrA:1.34662e-106:['pump']:[]
NP_418054.1 inner membrane protein YibH	80%	1:Yes	Yes		EmrA:3.51498e-102:['pump']:[]
NP_418148.1 2-dehydro-3-deoxygalactonokinase	80%	0:No	Yes		DgoK:1.6001e-139:['transport']:[]
NP_418176.1 carbohydrate-specific outer membrane porin, cryptic	80%	0:No	Yes		LamB:4.8671e-179:['transport']:[]; Sugarporin_N:0.000241514:[]:[]
NP_418642.1 translocation and assembly module subunit TamB	80%	1:Yes	Yes		TamB:0.0:['transport']:[]
NP_418711.1 ferric citrate outer membrane transporter	80%	0:No	Yes		FecA:0.0:['transport']:[]
NP_418731.2 N-acetylneuraminic acid outer membrane channel	80%	0:No	Yes		KdgM superfamily:2.37038e-21:['porin']:[]
YP_009518782.1 putative uncharacterized protein YddL	80%	0:No	Yes		OM_channels superfamily:4.06521e-34:['transport', 'channel', 'porin']:[]
YP_026202.1 putative L-cysteine desulfidase CyuA	80%	0:No	Yes		CdsB:0.0:['transport']:[]
YP_026278.1 putative PTS multiphosphoryl transfer protein PtsA	80%	0:No	Yes	PS51350:23.56:['transport', 'permease', 'carrier']:['enzyme']; PS51094:33.003:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PtsA:0.0:['transport']:[]; PtsN:4.79277e-34:['transport']:[]; PtsH:9.03205e-23:['transport']:[]
NP_415289.4 putative DNA-binding transcriptional regulator YbhD	75%	1:Yes	No	PS50931:28.726:['antiporter']:[]	PBP2_LTTR_like_4:1.87219e-82:['transport']:[]; HTH_1:1.69272e-21:[]:[]
NP_415420.1 putative LysR-type transcriptional regulator YcaN	75%	0:No	No	PS50931:25.288:['antiporter']:[]	PBP2_CrgA_like_5:1.65406e-103:['transport']:[]; HTH_1:1.43197e-20:[]:[]
NP_415844.1 DNA-binding transcriptional repressor PgrR	75%	0:No	No	PS50931:29.56:['antiporter']:[]	PBP2_CrgA_like_5:1.22459e-98:['transport']:[]; HTH_1:9.44547e-23:[]:[]
NP_416043.1 putative LysR-type DNA-binding transcriptional regulator YneJ	75%	0:No	No	PS50931:29.747:['antiporter']:[]	PBP2_YofA_SoxR_like:2.0745e-99:['transport']:[]; PRK12680 superfamily:3.15486e-20:[]:[]
NP_416313.4 DNA-binding transcriptional regulator DmlR	75%	0:No	No	PS50931:25.739:['antiporter']:[]	PBP2_CrgA_like_9:1.42032e-104:['transport']:[]; HTH_1:2.14942e-19:[]:[]
NP_414648.1 inner membrane protein HofC	70%	3:Yes	No		PRK10573:0.0:['transport']:[]
NP_414862.1 putative amino acid exporter	70%	3:Yes	No		2A76:2.59727e-77:['transport']:[]
NP_415846.1 small conductance mechanosensitive channel YnaI	70%	4:Yes	No		MS_channel:2.50051e-61:['channel']:[]
NP_416037.2 conserved inner membrane protein YneE	70%	3:Yes	No		YneE:9.20097e-178:['transport', 'channel']:[]
NP_416851.1 CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase	70%	3:Yes	No		GtrA:2.00894e-16:['transport']:[]
NP_416908.1 sulfate:H(+) symporter	70%	4:Yes	No		PRK04949:2.70396e-158:['transport']:[]
NP_417156.1 L-alanine exporter	70%	4:Yes	No		AlaE:5.06656e-69:['export']:[]
YP_026180.1 sorbitol-specific PTS enzyme IIC2 component	70%	3:Yes	No	PS51107:107.591:['transport', 'channel', 'permease', 'carrier']:['enzyme']	EII-GUT:2.65551e-119:['transport']:[]
NP_415223.1 sensory histidine kinase KdpD	65%	4:Yes	Yes	PS50109:45.149:[]:[]	PRK10490:0.0:[]:['sensor']
NP_416630.1 high-affinity pyruvate receptor	65%	6:Yes	Yes		LytS:0.0:[]:['sensor']
NP_416704.1 heme trafficking system membrane protein CcmB	65%	6:Yes	Yes		ccmB:1.69668e-77:['transport']:['transfer']
NP_414583.2 putative electron transfer flavoprotein FixA	60%	0:No	Yes		PRK03359:1.06594e-171:[]:['transfer']
NP_414584.1 putative electron transfer flavoprotein FixB	60%	0:No	Yes		fixB:0.0:[]:['transfer']
NP_414589.1 K(+) : H(+) antiporter KefC	60%	11:Yes	Yes	PS51201:19.175:['channel', 'antiporter']:[]	PRK03562:0.0:[]:[]
NP_414669.1 putative ABC transporter ATP-binding protein YadG	60%	0:No	No	PS50893:22.442:['transport', 'channel', 'import', 'export']:[]	CcmA:3.72287e-105:['transport']:[]
NP_415185.1 glutamate/aspartate ABC transporter ATP binding subunit	60%	0:No	No	PS50893:30.045:['transport', 'channel', 'import', 'export']:[]	GlnQ:4.66956e-154:['transport']:[]
NP_415647.1 sensory histidine kinase PhoQ	60%	2:Yes	Yes	PS50885:7.609:[]:['sensor']; PS50109:33.647:[]:[]	PRK10815:0.0:[]:['sensor']
NP_415958.1 putative ABC transporter ATP-binding protein YdcT	60%	0:No	No	PS50893:31.919:['transport', 'channel', 'import', 'export']:[]	PotA:1.72622e-155:['transport']:[]
NP_416000.1 putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF	60%	0:No	No	PS50893:25.884:['transport', 'channel', 'import', 'export']:[]	DppF:5.85609e-120:['transport']:[]; oligo_HPY:1.47032e-22:['transport']:[]
NP_416001.1 putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD	60%	0:No	No	PS50893:22.169:['transport', 'channel', 'import', 'export']:[]	DppD:7.19025e-165:['transport']:[]
NP_416212.1 putative electron transfer flavoprotein subunit YdiQ	60%	0:No	Yes		PRK12342:1.84999e-163:[]:['transfer']
NP_416213.1 putative electron transfer flavoprotein subunit YdiR	60%	0:No	Yes		PRK11916:0.0:[]:['transfer']
NP_416477.1 sensory histidine kinase HprS	60%	2:Yes	Yes	PS50885:7.488:[]:['sensor']; PS50109:34.305:[]:[]	cztS_silS_copS superfamily:1.05834e-86:[]:['sensor']
NP_416582.1 sensory histidine kinase BaeS	60%	2:Yes	Yes	PS50885:11.27:[]:['sensor']; PS50109:47.186:[]:[]	PRK10549:0.0:[]:['sensor']
NP_416703.1 heme trafficking system membrane protein CcmC	60%	6:Yes	No		ccmC:2.09074e-94:['transport']:['transfer']
NP_416723.1 sensory histidine kinase AtoS	60%	2:Yes	Yes	PS50885:7.311:[]:['sensor']; PS50112:13.966:[]:['sensor']; PS50113:9.391:[]:['sensor']; PS50109:48.154:[]:[]	PRK11360:0.0:[]:['sensor']
NP_416881.1 sensory histidine kinase YpdA	60%	5:Yes	No		LytS:0.0:[]:['sensor']
NP_416964.1 sensory histidine kinase NarQ	60%	2:Yes	Yes	PS50885:9.889:[]:['sensor']; PS50109:21.424:[]:[]	PRK10935:0.0:[]:['sensor']
NP_417036.1 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	60%	0:No	Yes		BphB-like_SDR_c:2.4226e-147:[]:['transfer']
NP_417249.4 putative flavoprotein	60%	0:No	Yes		FixB:6.33672e-92:[]:['transfer']
NP_417498.1 sensory histidine kinase QseC	60%	2:Yes	Yes	PS50109:40.828:[]:[]	PRK10337:0.0:[]:['sensor']
NP_417552.1 2,4-dienoyl-CoA reductase	60%	0:No	Yes		DCR_FMN:0.0:[]:['transfer']; FadH2:2.02607e-33:['transport']:[]
NP_417719.1 acrylyl-CoA reductase	60%	0:No	Yes		MDR_yhdh:0.0:[]:['transfer']
NP_417737.1 putative ABC transporter ATP-binding subunit YhdZ	60%	0:No	No	PS50893:29.579:['transport', 'channel', 'import', 'export']:[]	GlnQ:5.52834e-171:['transport']:[]
NP_417863.1 sensory histidine kinase EnvZ	60%	2:Yes	Yes	PS50885:8.174:[]:['sensor']; PS50109:40.437:[]:[]	envZ:0.0:[]:['sensor']
NP_418632.1 NAD(P)H:quinone oxidoreductase	60%	0:No	Yes		TMR_SDR_a:8.32501e-103:[]:['transfer']
NP_414608.1 thiamine ABC transporter ATP binding subunit	55%	0:No	Yes	PS50893:24.99:['transport', 'channel', 'import', 'export']:[]; PS51288:132.923:['transport', 'permease', 'import', 'export']:[]	thiQ:3.85999e-168:[]:[]
NP_414872.3 DNA-binding transcriptional dual regulator CynR	55%	0:No	Yes	PS50931:38.404:['antiporter']:[]	PRK11242:4.01052e-177:[]:[]
NP_414900.1 taurine ABC transporter ATP binding subunit	55%	0:No	Yes	PS50893:24.903:['transport', 'channel', 'import', 'export']:[]; PS51250:25.477:['transport', 'permease', 'import', 'export']:[]	tauB:0.0:[]:[]
NP_415286.1 molybdate ABC transporter ATP binding subunit	55%	0:No	Yes	PS50893:23.209:['transport', 'channel', 'import', 'export']:[]; PS51241:50.283:['transport', 'permease', 'import', 'export']:[]; PS51866:31.454:[]:[]	modC:0.0:[]:[]
